Level_Name,total_arrows,total_edges,max_in_degree,edges_per_arrow,dependency_density,has_cycle_bool,critical_nodes,critical_edges,avg_row_blockers,avg_col_blockers,crowded_rows,crowded_cols,PC1_raw,DifficultyScore_0_10,kmeans_cluster,DifficultyLabel,is_outlier_if_1
lv30.json,52,145,12,2.788461538,0.05467571644,0,12,20,8.827586207,11.08695652,29,23,1.026895976009887,6.72897106452202,2,4,0
lv35.json,56,188,16,3.357142857,0.06103896104,0,18,43,9.066666667,12.375,30,24,2.449696634054187,7.962708875532082,0,5,0
lv36.json,29,63,7,2.172413793,0.0775862069,0,10,16,5.933333333,7.0,15,13,-2.407908106195937,3.7505863936477,1,3,0
lv37.json,41,85,7,2.073170732,0.05182926829,0,12,22,7.055555556,6.375,16,12,-1.8038959843838949,4.274336919608399,1,3,0
lv38.json,34,90,8,2.647058824,0.08021390374,0,7,14,6.727272727,9.133333333,22,15,-1.3969237445235707,4.627230374856931,1,3,0
lv39.json,39,124,10,3.179487179,0.08367071525,0,16,37,7.947368421,8.25,19,16,-0.26074731412410984,5.6124308062996695,2,4,0
lv40.json,59,179,12,3.033898305,0.05230859147,0,10,14,10.12,10.21052632,25,19,0.9097436233064352,6.6273860066561445,2,4,0
lv41.json,38,93,8,2.447368421,0.06614509246,0,10,15,7.444444444,8.533333333,18,15,-1.3334748619879446,4.682248121023942,1,3,0
lv42.json,45,91,9,2.022222222,0.04595959596,0,7,11,6.25,7.411764706,18,13,-1.78570400325411,4.2901115362773625,1,3,0
lv43.json,52,158,12,3.038461538,0.05957767722,0,15,28,9.125,10.05882353,24,17,0.748442537512675,6.487518733348669,2,4,0
lv44.json,37,107,13,2.891891892,0.08033033033,0,10,16,7.888888889,8.25,18,16,-0.8185927788946931,5.12871227644324,1,3,0
lv45.json,48,162,8,3.375,0.07180851064,0,18,41,12.0,8.826086957,23,23,1.352933571403525,7.01168453318237,2,4,0
lv47.json,40,123,14,3.075,0.07884615385,0,15,33,7.590909091,9.130434783,17,21,0.10114190643943381,5.926231908570669,2,4,0
lv51.json,48,166,13,3.458333333,0.07358156028,0,19,45,8.681818182,9.444444444,22,18,1.0549054533507884,6.753258620945841,2,4,0
lv53.json,40,103,14,2.575,0.06602564103,0,12,22,7.652173913,9.75,23,20,-0.0507475160274824,5.794525669519941,2,4,0
lv54.json,63,235,13,3.73015873,0.06016385049,0,24,57,8.866666667,12.54166667,28,24,3.009243452442339,8.447902681827292,0,5,0
lv55.json,50,113,9,2.26,0.04612244898,0,13,23,8.222222222,6.517241379,22,19,-0.4694044376494954,5.431500202019721,2,4,0
lv56.json,51,166,11,3.254901961,0.06509803922,0,19,46,8.92,9.25,25,20,1.222281772854606,6.898393846229895,2,4,0
lv57.json,60,228,11,3.8,0.06440677966,0,19,39,9.375,8.84,23,22,1.740576592849025,7.347817251443038,2,4,0
lv58.json,53,212,21,4.0,0.07692307692,0,24,69,10.34482759,10.96296296,27,26,3.4944654013007503,8.868647964487945,0,5,0
lv59.json,46,136,13,2.956521739,0.06570048309,0,17,28,8.5,8.5,22,18,0.35514803296384106,6.146485505411226,2,4,0
lv60.json,71,273,19,3.845070423,0.05492957746,0,21,58,9.545454545,12.12,32,25,3.8756855482313117,9.199211284745,0,5,0
lv65.json,78,322,15,4.128205128,0.05361305361,0,37,102,9.166666667,9.6,24,21,4.3329786019144265,9.59573888532722,0,5,0
lv71.json,55,164,14,2.981818182,0.05521885522,0,15,30,7.96,8.285714286,23,13,0.3501807750629949,6.142178300565162,2,4,0
lv72.json,60,214,15,3.566666667,0.0604519774,0,29,78,7.24137931,11.17391304,20,21,2.506034482712581,8.011560507479148,0,5,0
lv73.json,69,273,15,3.956521739,0.05818414322,0,23,58,11.03571429,11.40909091,25,19,3.2162004645844773,8.627359086833732,0,5,0
lv74.json,65,277,23,4.261538462,0.06658653846,0,25,62,10.6,12.6,28,25,4.346218864899085,9.607219771971135,0,5,0
lv75.json,74,275,15,3.716216216,0.05090707146,0,24,54,8.84,11.04,16,22,2.6490673218067258,8.135587032775478,0,5,0
lv76.json,64,254,17,3.96875,0.06299603175,0,20,38,8.8,15.0,27,24,3.213377382498067,8.624911138068809,0,5,0
lv78.json,62,265,21,4.274193548,0.07006874669,0,26,66,9.814814815,10.04545455,25,21,3.4795521171353783,8.855716369006084,0,5,0
lv79.json,57,207,14,3.631578947,0.06484962406,0,21,50,6.866666667,10.30769231,23,22,1.7457283551382954,7.3522844435923185,2,4,0
lv82.json,73,297,23,4.068493151,0.05650684932,0,19,39,11.13333333,13.125,29,23,4.080032183477344,9.376404181747343,0,5,0
lv83.json,56,249,24,4.446428571,0.08084415584,0,23,58,9.181818182,10.28,17,21,2.8625521396010782,8.320703823592485,0,5,0
lv84.json,34,97,10,2.852941176,0.08645276292,0,15,31,7.15,10.75,20,20,-0.271769442387939,5.602873306926863,2,4,0
lv85.json,72,277,15,3.847222222,0.05418622848,0,20,46,9.620689655,14.08695652,26,23,3.334771737425477,8.73017451763667,0,5,0
lv86.json,53,188,15,3.547169811,0.06821480406,0,19,37,8.583333333,10.04761905,24,21,1.5908652758193065,7.217999689501815,2,4,0
lv87.json,64,285,13,4.453125,0.07068452381,0,26,77,7.866666667,11.15384615,23,20,3.011182288650819,8.449583883987435,0,5,0
lv88.json,58,238,15,4.103448276,0.07199032063,0,27,70,10.75,12.72727273,27,21,3.4958163652824306,8.869819411335461,0,5,0
lv89.json,75,308,17,4.106666667,0.0554954955,0,38,112,8.724137931,12.18181818,25,18,4.5985143813353995,9.825990065909316,0,5,0
lv90.json,48,162,8,3.375,0.07180851064,0,18,41,12.0,8.826086957,23,23,1.352933571403525,7.01168453318237,2,4,0
lv91.json,62,219,14,3.532258065,0.05790586991,0,20,42,8.92,8.88,20,18,1.5258875342626692,7.161656240277765,2,4,0
lv92.json,65,268,16,4.123076923,0.06442307692,0,22,56,8.866666667,13.875,26,24,3.4171821246701546,8.801634149166146,0,5,0
lv93.json,78,309,13,3.961538462,0.05144855145,0,35,94,11.13793103,12.30434783,28,23,4.799190283881128,9.999999999999133,0,5,0
lv95.json,42,130,12,3.095238095,0.07549361208,0,15,34,6.458333333,8.24,19,19,-0.19605464099615974,5.6685270672073464,2,4,0
lv98.json,76,285,12,3.75,0.05,0,27,62,8.689655172,12.34782609,24,21,3.204137298248964,8.61689888332983,0,5,0
lv99.json,57,177,14,3.105263158,0.05545112782,0,17,30,7.466666667,9.25,20,21,0.8732326547416986,6.595726643708682,2,4,0
