Level_Name,total_arrows,total_edges,max_in_degree,edges_per_arrow,dependency_density,has_cycle_bool,critical_longest_nodes,critical_edges_on_chain,num_wayBlockers,num_blackHoles,sum_wayBlocker_lockTime,avg_wayBlocker_lockTime,avg_row_blockers,avg_col_blockers,crowded_rows,crowded_cols,PC1_raw,DifficultyScore_0_10,kmeans_cluster,DifficultyLabel,is_outlier_if_1
lv29_original.json,42,124,12,2.952380952,0.07200929152,0,17,34,0,0,0,0.0,7.173913043,8.277777778,23,18,-0.6809644524846366,4.878068866552707,2,2,0
lv30_original.json,52,145,12,2.788461538,0.05467571644,0,12,20,0,0,0,0.0,8.827586207,11.08695652,29,23,0.347437052943778,5.658384090017968,3,3,0
lv31_original.json,4,4,1,1.0,0.3333333333,1,2,2,0,1,0,0.0,1.666666667,2.0,4,5,-7.1099218982567045,0.0,1,1,1
lv32_original.json,21,55,6,2.619047619,0.130952381,1,16,41,0,1,0,0.0,4.333333333,7.4,15,10,-2.6413256242466177,3.3906151262172886,1,1,0
lv33_original.json,45,146,9,3.244444444,0.07373737374,1,23,70,0,1,0,0.0,6.551724138,8.944444444,28,16,0.4553059898639194,5.740231280218974,0,4,0
lv34_original.json,43,123,10,2.860465116,0.06810631229,1,23,57,0,2,0,0.0,8.833333333,8.363636364,24,22,0.7919516768870257,5.995666295737178,0,4,0
lv35_original.json,56,188,16,3.357142857,0.06103896104,0,18,43,0,0,0,0.0,9.066666667,12.375,30,24,1.5272649275331969,6.553596365331844,3,3,0
lv36_original.json,29,63,7,2.172413793,0.0775862069,0,10,16,2,0,17,8.5,5.933333333,7.0,15,13,-2.539137925633404,3.4681515907769667,2,2,0
lv37_original.json,41,85,7,2.073170732,0.05182926829,0,12,22,2,0,14,7.0,7.055555556,6.375,16,12,-2.0330255806957447,3.852172000562381,2,2,0
lv38_original.json,34,90,8,2.647058824,0.08021390374,0,7,14,2,0,9,4.5,6.727272727,9.133333333,22,15,-1.6500998885750426,4.142722671132704,2,2,0
lv39_original.json,39,124,10,3.179487179,0.08367071525,0,16,37,1,0,11,11.0,7.947368421,8.25,19,16,-0.6967706932029548,4.866075641928709,2,2,0
lv41_original.json,38,93,8,2.447368421,0.06614509246,0,10,15,0,0,0,0.0,7.444444444,8.533333333,18,15,-1.8615912782734478,3.982250374911452,2,2,0
lv42_original.json,45,91,9,2.022222222,0.04595959596,0,7,11,0,0,0,0.0,6.25,7.411764706,18,13,-2.2784096540686156,3.6659831170980364,2,2,0
lv43_original.json,52,158,12,3.038461538,0.05957767722,0,15,28,0,0,0,0.0,9.125,10.05882353,24,17,0.015597571466031225,5.406595855775706,3,3,0
lv44_original.json,37,107,13,2.891891892,0.08033033033,0,10,16,0,0,0,0.0,7.888888889,8.25,18,16,-1.427910139899088,4.311312509318074,2,2,0
lv45_original.json,48,162,8,3.375,0.07180851064,0,18,41,0,0,0,0.0,12.0,8.826086957,23,23,0.5952080644442524,5.846384098950923,3,3,0
lv46_original.json,32,97,11,3.03125,0.09778225806,1,26,78,1,1,10,10.0,6.833333333,7.4375,18,16,-0.15319721885602156,5.2785202512237115,0,4,0
lv48_original.json,45,149,8,3.311111111,0.07525252525,1,30,87,0,1,0,0.0,8.96,10.85,24,20,1.3489514083750893,6.418298281058064,0,4,0
lv49_original.json,29,89,10,3.068965517,0.1096059113,1,16,53,0,1,0,0.0,6.0,7.4375,18,16,-1.2023739087975285,4.482441541746135,2,2,0
lv50_original.json,45,160,20,3.555555556,0.08080808081,1,22,60,0,1,0,0.0,8.916666667,8.7,24,20,1.2875494343185159,6.371708602946688,0,4,0
lv51_original.json,48,166,13,3.458333333,0.07358156028,0,19,45,2,0,41,20.5,8.681818182,9.444444444,22,18,0.8751353918289141,6.05878319975854,4,5,0
lv52_original.json,40,145,10,3.625,0.09294871795,1,25,87,0,2,0,0.0,7.363636364,9.857142857,19,19,0.8216045452588229,6.018165858882299,0,4,0
lv53_original.json,40,103,14,2.575,0.06602564103,0,12,22,1,0,15,15.0,7.652173913,9.75,23,20,-0.3746969431292933,5.110453979508377,2,2,0
lv54_original.json,63,235,13,3.73015873,0.06016385049,0,24,57,0,0,0,0.0,8.866666667,12.54166667,28,24,2.00319373169087,6.914714556242251,3,3,0
lv55_original.json,50,113,9,2.26,0.04612244898,0,13,23,2,0,50,25.0,8.222222222,6.517241379,22,19,-0.2791832209826339,5.182926463307223,4,5,0
lv56_original.json,51,166,11,3.254901961,0.06509803922,0,19,46,0,0,0,0.0,8.92,9.25,25,20,0.3904829276403135,5.691045799628255,3,3,0
lv57_original.json,60,228,11,3.8,0.06440677966,0,19,39,0,0,0,0.0,9.375,8.84,23,22,0.9259285118007541,6.097323249099301,3,3,0
lv58_original.json,53,212,21,4.0,0.07692307692,0,24,69,0,0,0,0.0,10.34482759,10.96296296,27,26,2.3275106856212964,7.160794958734825,3,3,0
lv59_original.json,46,136,13,2.956521739,0.06570048309,0,17,28,0,0,0,0.0,8.5,8.5,22,18,-0.38382765222477877,5.1035259156436,2,2,0
lv60_original.json,71,273,19,3.845070423,0.05492957746,0,21,58,0,0,0,0.0,9.545454545,12.12,32,25,2.7848577465437208,7.507813970435118,3,3,0
lv61_original.json,51,180,29,3.529411765,0.07058823529,1,15,43,1,2,10,10.0,8.730769231,6.771428571,20,29,2.075110965290968,6.969282846848055,0,4,0
lv62_original.json,27,68,8,2.518518519,0.09686609687,1,21,54,1,1,10,10.0,6.6875,6.5,16,14,-1.2846784987370612,4.419991687139856,2,2,0
lv63_original.json,45,174,18,3.866666667,0.08787878788,1,24,76,2,1,25,12.5,8.52,10.5,24,20,2.091956295873358,6.982064496649576,4,5,0
lv64_original.json,47,165,16,3.510638298,0.07631822387,1,26,83,1,1,25,25.0,8.625,8.7,24,20,1.9895434059569412,6.904357164776738,4,5,0
lv65_original.json,78,322,15,4.128205128,0.05361305361,0,37,102,0,0,0,0.0,9.166666667,9.6,24,21,2.9768661880822327,7.653503284555605,3,3,0
lv66_original.json,37,113,10,3.054054054,0.08483483483,1,19,45,0,1,0,0.0,6.2,11.06666667,25,15,-0.20129681393866947,5.2420239547019865,0,4,0
lv68_original.json,64,244,23,3.8125,0.06051587302,1,37,128,0,2,0,0.0,10.82758621,9.72,28,25,4.214873970259496,8.592860446230459,0,4,0
lv69_original.json,45,169,16,3.755555556,0.08535353535,1,21,66,0,1,0,0.0,8.678571429,9.3,28,20,1.4104672805058072,6.464974381058855,0,4,0
lv70_original.json,67,316,23,4.71641791,0.07146087743,1,46,213,0,3,0,0.0,10.63333333,12.08333333,28,24,6.069386597883642,9.999999999999241,0,4,1
lv71_original.json,55,164,14,2.981818182,0.05521885522,0,15,30,0,0,0,0.0,7.96,8.285714286,23,13,-0.4054102954986674,5.087149758062794,2,2,0
lv72_original.json,60,214,15,3.566666667,0.0604519774,0,29,78,0,0,0,0.0,7.24137931,11.17391304,20,21,1.3524418297358218,6.420946691148588,3,3,0
lv73_original.json,69,273,15,3.956521739,0.05818414322,0,23,58,0,0,0,0.0,11.03571429,11.40909091,25,19,2.1772560917410155,7.046787009133923,3,3,0
lv74_original.json,65,277,23,4.261538462,0.06658653846,0,25,62,0,0,0,0.0,10.6,12.6,28,25,3.141103523932217,7.778120851477318,3,3,0
lv75_original.json,74,275,15,3.716216216,0.05090707146,0,24,54,0,0,0,0.0,8.84,11.04,16,22,1.6271906961353848,6.629416556225351,3,3,0
lv76_original.json,64,254,17,3.96875,0.06299603175,0,20,38,0,0,0,0.0,8.8,15.0,27,24,2.2453297597844912,7.098438936140115,3,3,0
lv77_original.json,71,233,15,3.281690141,0.04688128773,1,28,70,2,1,50,25.0,9.724137931,14.73913043,24,22,3.684124659708415,8.190146365513344,4,5,0
lv78_original.json,62,265,21,4.274193548,0.07006874669,0,26,66,0,0,0,0.0,9.814814815,10.04545455,25,21,2.3079784655409403,7.145974590817893,3,3,0
lv79_original.json,57,207,14,3.631578947,0.06484962406,0,21,50,0,0,0,0.0,6.866666667,10.30769231,23,22,0.8168684436623908,6.014572270039745,3,3,0
lv80_original.json,68,277,17,4.073529412,0.06079894644,1,25,59,2,1,31,15.5,11.8,11.96,29,24,3.993065410324259,8.424559840777466,4,5,0
lv81_original.json,67,326,42,4.865671642,0.0737222976,1,44,186,0,1,0,0.0,9.428571429,13.40909091,26,21,5.997342458974086,9.945335418067154,0,4,1
lv82_original.json,73,297,23,4.068493151,0.05650684932,0,19,39,2,0,50,25.0,11.13333333,13.125,29,23,3.8156121125866047,8.289914462539594,4,5,0
lv83_original.json,56,249,24,4.446428571,0.08084415584,0,23,58,0,0,0,0.0,9.181818182,10.28,17,21,1.7142912512887118,6.695505422100847,3,3,0
lv84_original.json,34,97,10,2.852941176,0.08645276292,0,15,31,3,0,66,22.0,7.15,10.75,20,20,-0.03447109300552247,5.3686054980219495,4,5,0
lv85_original.json,72,277,15,3.847222222,0.05418622848,0,20,46,1,0,10,10.0,9.620689655,14.08695652,26,23,2.6159041447033626,7.379617865237471,3,3,0
lv86_original.json,53,188,15,3.547169811,0.06821480406,0,19,37,1,0,15,15.0,8.583333333,10.04761905,24,21,1.0927459787174012,6.223898529559189,3,3,0
lv87_original.json,64,285,13,4.453125,0.07068452381,0,26,77,0,0,0,0.0,7.866666667,11.15384615,23,20,1.8963294618293676,6.833629672393609,3,3,0
lv88_original.json,58,238,15,4.103448276,0.07199032063,0,27,70,0,0,0,0.0,10.75,12.72727273,27,21,2.369950098496253,7.19299650624954,3,3,0
lv89_original.json,75,308,17,4.106666667,0.0554954955,0,38,112,0,0,0,0.0,8.724137931,12.18181818,25,18,3.1399743248017047,7.777264054528645,3,3,0
lv90_original.json,48,162,8,3.375,0.07180851064,0,18,41,0,0,0,0.0,12.0,8.826086957,23,23,0.5952080644442524,5.846384098950923,3,3,0
lv91_original.json,62,219,14,3.532258065,0.05790586991,0,20,42,0,0,0,0.0,8.92,8.88,20,18,0.647371774972945,5.885964104642394,3,3,0
lv92_original.json,65,268,16,4.123076923,0.06442307692,0,22,56,0,0,0,0.0,8.866666667,13.875,26,24,2.3657505459511263,7.18981003212887,3,3,0
lv93_original.json,78,309,13,3.961538462,0.05144855145,0,35,94,0,0,0,0.0,11.13793103,12.30434783,28,23,3.500699744817941,8.050969932285321,3,3,0
lv94_original.json,78,285,20,3.653846154,0.04745254745,1,36,96,1,1,31,31.0,10.26666667,14.72,29,25,5.11658540373466,9.277047658130966,4,5,1
lv95_original.json,42,130,12,3.095238095,0.07549361208,0,15,34,0,0,0,0.0,6.458333333,8.24,19,19,-0.9233760087879831,4.69413542545121,2,2,0
lv96_original.json,55,228,28,4.145454545,0.07676767677,1,42,133,1,1,17,17.0,10.26086957,10.34782609,22,21,4.165950651228111,8.555739136682458,0,4,1
lv97_original.json,59,245,16,4.152542373,0.07159555815,1,29,123,1,1,21,21.0,10.9,11.76,29,25,4.126385434796484,8.52571842926582,4,5,0
lv98_original.json,76,285,12,3.75,0.05,0,27,62,1,0,29,29.0,8.689655172,12.34782609,24,21,2.7927907444359876,7.513833252778033,4,5,0
lv99_original.json,57,177,14,3.105263158,0.05545112782,0,17,30,0,0,0,0.0,7.466666667,9.25,20,21,0.08768959140319087,5.461296768162927,3,3,0
lv100_original.json,65,217,23,3.338461538,0.05216346154,1,22,53,0,1,0,0.0,8.75862069,14.30434783,27,22,2.7134099459329026,7.453601869222268,0,4,0
lv101_original.json,63,271,19,4.301587302,0.06938044035,0,20,45,1,0,34,34.0,9.392857143,14.0,23,20,2.8482582138397743,7.555920035570945,4,5,0
lv102_original.json,69,284,19,4.115942029,0.06052855925,1,29,96,0,1,0,0.0,8.75862069,15.47826087,27,23,3.78280324608836,8.265020237999778,0,4,0
lv103_original.json,62,206,12,3.322580645,0.05446853517,0,23,51,0,0,0,0.0,7.586206897,10.34782609,24,21,0.9185461205535955,6.091721747890554,3,3,0
